userid,6251,6575,7346,11676,13552,16795,17950,21014,23872,23902,28634,30735,35857,35859,37712,37950,43246,46398,52584,53174,56447,66942,68555,69389,70666,73681,75819,88693,88733,89602,91113,93047,95359,95932,101851,102647,104636,105028,105517,105979,107784,110912,110934,113270,126492,135149,136382,140000,140358,147847,148744,150979,153662,158295,158433,159506,162639,164323,165308,170513,177432,187145,187256,196077,200226,203240,204864,210485,211426,214786,220688,224349,225763,226965,227705,229741,231210,232945,235282,236340,236757,241980,242083,245410,255489,258534,261829,265115,270713,271448,274004
6251,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8660254037844387,0.0,0.0,0.0,0.5,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6831300510639732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6575,0.0,0.0,0.0,0.22869246190189702,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.917662935482247,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.9999999999999998,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
7346,0.0,0.0,0.0,-0.18541926977182405,0.0,-0.9999999999999998,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,-0.9999999999999998,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.8660254037844385,0.0,-1.0000000000000002,0.0,1.0,0.0,0.0,0.0,0.0,-1.0,0.9999999999999998,-0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.8703882797784892,0.0,0.9999999999999998,0.0,0.0,0.8660254037844385,0.0,-0.9999999999999998,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.5,1.0,-0.33333333333333337,0.0,0.0,0.7745966692414834,0.0,0.0,-0.7559289460184544,0.0,0.5000000000000001,0.0,0.0,0.0,-0.9999999999999998,-0.9999999999999998,0.0,0.0,0.0,0.0,-0.9999999999999998,-0.654653670707977,0.0,0.0
11676,0.0,0.22869246190189702,-0.18541926977182405,0.0,-0.6030226891555271,0.09556960619698604,-0.9912407071619305,-0.4136643973298085,0.9045340337332909,0.20903243207701902,-0.32241294010958044,0.6330541649476572,0.6153846153846155,-0.4696066463961271,0.0316069770620507,0.08172753093650327,-0.10050378152592121,0.11009637651263607,-0.8703882797784892,-0.8660254037844385,-0.0776150525706333,0.8892972917998876,-0.17182784357226455,0.0,0.20100756305184245,0.0,-0.36788360369097944,0.7648661601319409,0.9154172965460302,0.739509972887452,0.6286185570937123,0.5679618342470648,0.3438896488392876,0.4999999999999999,0.0,-0.19253851155385138,-0.14503317846585823,-0.47245559126153397,0.2011475797968224,-0.214466781455301,-0.21779102088182759,-0.2676296632892662,0.6875,0.054554472558998125,-0.1412638356497238,-0.31461389106727106,-0.14614795004026182,-0.47451498783938373,0.0,0.260132990857236,-0.5700549611226297,0.27914526311954124,0.08056472056247962,-0.1389782812447285,-0.06903675353874443,-0.3750457847507963,-0.4563373249801778,-0.6339205688172401,0.266290837166864,-0.3929526239966879,0.5604485383178051,-0.49374193110101877,0.22116293423234573,-0.42464064845429056,-0.38113961008652725,0.23516004145696012,0.0,0.09332952260264679,0.4225771273642583,0.3830229586152079,0.36643160422306703,-0.5809475019311126,-0.23145502494313788,0.11812488464372368,-0.43887362975357924,-0.17643446767894816,-0.40528678056908524,-0.1581138830084189,-0.14686837386151178,-0.19245008972987526,-0.10976425998969035,-0.06547793527289071,-0.14173141021714442,-0.3841106397986879,0.09428349084638764,-0.3783262759018302,0.1574832682915688,0.6180254726923975,-0.3398553291282073,0.2407226527868204,-0.0160623141550809
13552,0.0,0.0,0.0,-0.6030226891555271,0.0,0.3947710169758614,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.8660254037844387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.5976143046671968,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,-0.5,1.0000000000000002,0.0,-1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.8528028654224417,0.0,0.0,0.8703882797784892,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
16795,0.9999999999999998,0.0,-0.9999999999999998,0.09556960619698604,0.3947710169758614,0.0,0.0,0.5659164584181103,0.0,0.0,0.0,0.0,-0.4999999999999999,-0.308327406296755,0.0,0.0,0.0,0.0,-0.30151134457776363,0.9819805060619656,0.0,0.0,0.0,0.0,0.7559289460184545,0.0,0.0,-0.3592106040535498,0.0,0.9827076298239906,0.0,0.0,-0.45517284677580333,0.0,0.0,0.0,0.24155429135353876,-1.0,0.6933752452815364,-0.07894736842105263,0.727606875108999,0.0,-0.5,-0.34175337130065997,0.8708635721768007,0.0,1.0,0.0,0.0,0.9999999999999998,0.0,0.5000000000000001,-0.47140452079103173,0.9819805060619656,-0.2335496832484569,-1.0000000000000002,-0.9999999999999998,0.8660254037844385,-0.1889822365046136,-0.3273268353539886,0.0,1.0000000000000002,1.0000000000000002,-0.9999999999999998,0.0,-0.1889822365046136,0.016755332185712252,0.492365963917331,0.0,0.0,0.0,0.9999999999999998,0.7169771439171534,-0.9999999999999998,0.41079191812887456,-0.4999999999999999,-0.9684959969581862,-0.8783100656536799,-0.8660254037844385,-0.5000000000000001,0.8660254037844385,-0.17407765595569785,0.16116459280507606,0.0,-1.0,-0.6571428571428571,-0.31980107453341566,0.0,-0.08006407690254358,0.054865606697768944,-1.0
17950,0.0,0.0,0.0,-0.9912407071619305,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32732683535398854,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,-0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0
21014,0.0,0.0,0.0,-0.4136643973298085,0.0,0.5659164584181103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9999999999999998,0.0,0.0,0.0,0.0,-0.46442036401282394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08006407690254351,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.5000000000000001,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
23872,0.0,0.0,0.0,0.9045340337332909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.6698938453032357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17407765595569785,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,-0.9999999999999998,0.0,0.0,-0.8029550685469662,0.8660254037844385,0.4999999999999999,0.0,0.0,0.0,0.0,0.0,0.0
